"Sample_ID","Intervention","Type","ShiftStartTime","SampleNumber","PostIntervention","Hygiene1","Hygiene2","Hygiene3","Hygiene4","TeatN","TeatS","TeatR","TeatVR","KickOffs","Sample_Notes","MicroTests_ID","Sample","Test","Rep1","Rep2","Rep3","Rep4","Rep5","Rep6","Rep7","Rep8","Rep9","Rep10","Calculated_Average","Interventions_ID","Visit","Farm","SamplingStartDate","TrainingDate","SamplingEndDate","PredipType","PostdipType","Bleach","Detergent","Dry","Farms_ID","MilkingTimes","FarmID","MicroTests_Notes","DayFromTraining","SamplingDay"
137,5,"BTM",8/21/2017 6:00:00,"8","No",,,,,,,,,,,458,137,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-2,3
138,5,"BTM",8/21/2017 14:00:00,"9","No",,,,,,,,,,,459,138,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-2,3
139,5,"BTM",8/21/2017 22:00:00,"10","No",,,,,,,,,,,460,139,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-2,3
140,5,"BTM",8/23/2017 6:00:00,"11","No",,,,,,,,,,,461,140,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-1,4
141,5,"BTM",8/23/2017 14:00:00,"12","No",31,114,12,1,253,388,49,7,3,"scores from 5pm to 1am; kick-offs accurate",462,141,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-1,4
142,5,"BTM",8/23/2017 22:00:00,"13","No",6,81,17,1,188,170,35,3,19,,463,142,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-1,4
143,5,"Towel",8/17/2017 6:00:00,"1","No",,,,,,,,,,,464,143,"PSC",0.00,0.00,,,,,,,,,,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-4,1
144,5,"Towel",8/19/2017 6:00:00,"2","No",,,,,,,,,,,465,144,"PSC",0.00,0.00,,,,,,,,,,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-3,2
145,5,"Towel",8/21/2017 6:00:00,"3","No",,,,,,,,,,,466,145,"PSC",0.00,0.00,,,,,,,,,,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-2,3
146,5,"Towel",8/23/2017 6:00:00,"4","No",,,,,,,,,,,467,146,"PSC",0.00,1.00,,,,,,,,,,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,-1,4
147,5,"BTM",8/24/2017 6:00:00,"14","Yes",24,140,9,0,416,197,22,3,13,,468,147,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,1,1
148,5,"BTM",8/24/2017 14:00:00,"15","Yes",46,144,6,3,529,241,32,8,10,,469,148,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,1,1
149,5,"BTM",8/24/2017 22:00:00,"16","Yes",72,229,59,7,577,687,151,16,19,"includes 10pm-1am scores and 1am - 9am scores",470,149,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,1,1
150,5,"BTM",8/25/2017 6:00:00,"17","Yes",4,39,35,6,161,145,23,0,11,,471,150,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,2,2
151,5,"BTM",8/25/2017 14:00:00,"18","Yes",,,,,,,,,,,472,151,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,2,2
152,5,"BTM",8/27/2017 6:00:00,"19","Yes",,,,,,,,,,,473,152,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,2,2
153,5,"BTM",8/27/2017 14:00:00,"20","Yes",,,,,,,,,,,474,153,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,2,2
154,5,"BTM",8/24/2017 22:00:00,"21","Yes",,,,,,,,,,,475,154,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,2,2
155,5,"BTM",8/29/2017 6:00:00,"22","Yes",,,,,,,,,,,476,155,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,3,3
156,5,"BTM",8/29/2017 14:00:00,"23","Yes",,,,,,,,,,,477,156,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,3,3
157,5,"BTM",8/24/2017 22:00:00,"24","Yes",,,,,,,,,,,478,157,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,3,3
158,5,"BTM",8/31/2017 6:00:00,"25","Yes",,,,,,,,,,,479,158,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,4,4
160,5,"BTM",8/24/2017 22:00:00,"26","Yes",,,,,,,,,,,480,160,"PSC",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,4,4
161,5,"Towel",8/24/2017 6:00:00,"5","Yes",24,140,9,0,416,197,22,3,13,,481,161,"PSC",1.00,0.00,,,,,,,,,,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,1,1
162,5,"Towel",8/27/2017 6:00:00,"6","Yes",,,,,,,,,,,482,162,"PSC",0.00,0.00,,,,,,,,,,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,2,2
163,5,"Towel",8/29/2017 6:00:00,"7","Yes",,,,,,,,,,,483,163,"PSC",0.00,0.00,,,,,,,,,,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,3,3
164,5,"Towel",8/31/2017 6:00:00,"8","Yes",,,,,,,,,,,484,164,"PSC",0.00,0.00,,,,,,,,,,5,1,5,8/16/2017 0:00:00,8/24/2017 17:00:00,8/30/2017 0:00:00,"Iodine","Iodine","yes","yes","yes",5,"6am, 2pm, 10pm/11pm","E",,4,4
165,6,"BTM",9/12/2017 14:00:00,"1","No",,,,,,,,,,,485,165,"MSC",1.00,3.00,3.00,0.00,0.00,2.00,2.00,1.00,3.00,1.00,1.60,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-4,1
166,6,"BTM",9/12/2017 22:00:00,"2","No",,,,,,,,,,,486,166,"MSC",3.00,3.00,2.00,2.00,2.00,1.00,0.00,1.00,2.00,3.00,1.90,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-4,1
167,6,"BTM",9/13/2017 6:00:00,"3","No",,,,,,,,,,,487,167,"MSC",1.00,0.00,0.00,2.00,0.00,2.00,2.00,0.00,4.00,1.00,1.20,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-4,1
168,6,"BTM",9/14/2017 14:00:00,"4","No",,,,,,,,,,,488,168,"MSC",0.00,2.00,2.00,1.00,2.00,1.00,0.00,6.00,0.00,0.00,1.40,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-3,2
169,6,"BTM",9/14/2017 22:00:00,"5","No",,,,,,,,,,,489,169,"MSC",2.00,0.00,0.00,1.00,1.00,0.00,0.00,2.00,0.00,1.00,0.70,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-3,2
170,6,"BTM",9/15/2017 6:00:00,"6","No",,,,,,,,,,,490,170,"MSC",1.00,1.00,2.00,1.00,0.00,2.00,1.00,2.00,1.00,1.00,1.20,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-3,2
171,6,"BTM",9/16/2017 14:00:00,"7","No",,,,,,,,,,,491,171,"MSC",1.00,2.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.50,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-2,3
172,6,"BTM",9/16/2017 22:00:00,"8","No",,,,,,,,,,,492,172,"MSC",0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.20,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-2,3
173,6,"BTM",9/17/2017 6:00:00,"9","No",,,,,,,,,,,493,173,"MSC",0.00,0.00,0.00,0.00,3.00,0.00,2.00,2.00,0.00,0.00,0.70,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-2,3
174,6,"BTM",9/18/2017 14:00:00,"10","No",3,84,26,0,136,190,100,6,8,,494,174,"MSC",2.00,1.00,0.00,2.00,1.00,1.00,2.00,2.00,1.00,2.00,1.40,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-1,4
175,6,"BTM",9/18/2017 22:00:00,"11","No",30,70,9,1,154,218,46,8,6,,495,175,"MSC",3.00,0.00,1.00,3.00,1.00,2.00,2.00,0.00,0.00,3.00,1.50,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-1,4
176,6,"BTM",9/19/2017 6:00:00,"12","No",42,69,4,0,288,110,53,3,5,,496,176,"MSC",0.00,0.00,0.00,2.00,3.00,0.00,2.00,0.00,0.00,2.00,0.90,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-1,4
177,6,"Towel",9/12/2017 14:00:00,"1","No",,,,,,,,,,,497,177,"MSC",91.00,199.00,,,,,,,,,,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-4,1
178,6,"Towel",9/14/2017 14:00:00,"2","No",,,,,,,,,,,498,178,"MSC",187.00,317.00,,,,,,,,,,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-3,2
179,6,"Towel",9/16/2017 14:00:00,"3","No",,,,,,,,,,,499,179,"MSC",417.00,476.00,,,,,,,,,,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-2,3
180,6,"Towel",9/18/2017 14:00:00,"4","No",3,84,26,0,136,190,100,6,8,,500,180,"MSC",559.00,608.00,,,,,,,,,,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-1,4
181,6,"BTM",9/19/2017 22:00:00,"13","Yes",21,69,18,4,170,178,86,6,2,,501,181,"MSC",0.00,0.00,1.00,2.00,1.00,0.00,2.00,1.00,2.00,2.00,1.10,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,1,1
182,6,"BTM",9/20/2017 6:00:00,"14","Yes",2,73,36,0,172,170,84,14,5,,502,182,"MSC",0.00,2.00,1.00,0.00,0.00,5.00,1.00,3.00,1.00,3.00,1.60,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,1,1
183,6,"BTM",9/20/2017 14:00:00,"15","Yes",23,74,12,1,137,247,41,5,7,,503,183,"MSC",0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.40,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,1,1
184,6,"BTM",9/21/2017 22:00:00,"16","Yes",,,,,,,,,,,504,184,"MSC",2.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,2.00,0.70,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,2,2
185,6,"BTM",9/22/2017 6:00:00,"17","Yes",,,,,,,,,,,505,185,"MSC",2.00,1.00,0.00,3.00,0.00,1.00,1.00,1.00,0.00,0.00,0.90,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,2,2
186,6,"BTM",9/22/2017 14:00:00,"18","Yes",,,,,,,,,,,506,186,"MSC",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.30,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,2,2
187,6,"BTM",9/23/2017 22:00:00,"19","Yes",,,,,,,,,,,507,187,"MSC",0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.50,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,3,3
188,6,"BTM",9/24/2017 6:00:00,"20","Yes",,,,,,,,,,,508,188,"MSC",1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,3.00,0.60,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,3,3
189,6,"BTM",9/24/2017 14:00:00,"21","Yes",,,,,,,,,,,509,189,"MSC",1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.50,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,3,3
190,6,"BTM",9/25/2017 22:00:00,"22","Yes",,,,,,,,,,,510,190,"MSC",1.00,2.00,2.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,4,4
191,6,"BTM",9/26/2017 6:00:00,"23","Yes",,,,,,,,,,,511,191,"MSC",1.00,3.00,1.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.80,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,4,4
192,6,"BTM",9/26/2017 14:00:00,"24","Yes",,,,,,,,,,,512,192,"MSC",0.00,2.00,0.00,4.00,2.00,1.00,2.00,1.00,1.00,1.00,1.40,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,4,4
193,6,"Towel",9/19/2017 22:00:00,"5","Yes",21,69,18,4,170,178,86,6,2,,513,193,"MSC",102.00,89.00,,,,,,,,,,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,1,1
194,6,"Towel",9/21/2017 22:00:00,"6","Yes",,,,,,,,,,,514,194,"MSC",37.00,46.00,,,,,,,,,,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,2,2
195,6,"Towel",9/23/2017 22:00:00,"7","Yes",,,,,,,,,,,515,195,"MSC",53.00,58.00,,,,,,,,,,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,3,3
196,6,"Towel",9/25/2017 22:00:00,"8","Yes",,,,,,,,,,,516,196,"MSC",75.00,77.00,,,,,,,,,,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,4,4
165,6,"BTM",9/12/2017 14:00:00,"1","No",,,,,,,,,,,517,165,"TSC",5.00,0.00,5.00,3.00,2.00,1.00,5.00,3.00,2.00,3.00,2.90,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-4,1
166,6,"BTM",9/12/2017 22:00:00,"2","No",,,,,,,,,,,518,166,"TSC",6.00,4.00,0.00,5.00,0.00,7.00,4.00,3.00,3.00,4.00,3.60,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-4,1
167,6,"BTM",9/13/2017 6:00:00,"3","No",,,,,,,,,,,519,167,"TSC",0.00,0.00,2.00,1.00,2.00,3.00,0.00,2.00,1.00,2.00,1.30,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-4,1
168,6,"BTM",9/14/2017 14:00:00,"4","No",,,,,,,,,,,520,168,"TSC",4.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.70,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-3,2
169,6,"BTM",9/14/2017 22:00:00,"5","No",,,,,,,,,,,521,169,"TSC",0.00,1.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.40,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-3,2
170,6,"BTM",9/15/2017 6:00:00,"6","No",,,,,,,,,,,522,170,"TSC",0.00,2.00,2.00,0.00,2.00,3.00,2.00,0.00,1.00,0.00,1.20,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-3,2
171,6,"BTM",9/16/2017 14:00:00,"7","No",,,,,,,,,,,523,171,"TSC",2.00,0.00,1.00,0.00,0.00,1.00,1.00,3.00,0.00,0.00,0.80,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-2,3
172,6,"BTM",9/16/2017 22:00:00,"8","No",,,,,,,,,,,524,172,"TSC",0.00,1.00,4.00,0.00,2.00,0.00,1.00,2.00,0.00,0.00,1.00,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-2,3
173,6,"BTM",9/17/2017 6:00:00,"9","No",,,,,,,,,,,525,173,"TSC",6.00,2.00,2.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.20,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-2,3
174,6,"BTM",9/18/2017 14:00:00,"10","No",3,84,26,0,136,190,100,6,8,,526,174,"TSC",0.00,4.00,9.00,4.00,1.00,0.00,2.00,2.00,0.00,1.00,2.30,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-1,4
175,6,"BTM",9/18/2017 22:00:00,"11","No",30,70,9,1,154,218,46,8,6,,527,175,"TSC",2.00,0.00,1.00,0.00,1.00,2.00,1.00,0.00,0.00,2.00,0.90,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-1,4
176,6,"BTM",9/19/2017 6:00:00,"12","No",42,69,4,0,288,110,53,3,5,,528,176,"TSC",0.00,0.00,0.00,0.00,4.00,3.00,3.00,0.00,0.00,0.00,1.00,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-1,4
177,6,"Towel",9/12/2017 14:00:00,"1","No",,,,,,,,,,,529,177,"TSC",73.00,66.00,,,,,,,,,,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-4,1
178,6,"Towel",9/14/2017 14:00:00,"2","No",,,,,,,,,,,530,178,"TSC",88.00,92.00,,,,,,,,,,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-3,2
179,6,"Towel",9/16/2017 14:00:00,"3","No",,,,,,,,,,,531,179,"TSC",125.00,92.00,,,,,,,,,,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-2,3
180,6,"Towel",9/18/2017 14:00:00,"4","No",3,84,26,0,136,190,100,6,8,,532,180,"TSC",101.00,156.00,,,,,,,,,,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,-1,4
181,6,"BTM",9/19/2017 22:00:00,"13","Yes",21,69,18,4,170,178,86,6,2,,533,181,"TSC",0.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,1.00,0.00,0.50,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,1,1
182,6,"BTM",9/20/2017 6:00:00,"14","Yes",2,73,36,0,172,170,84,14,5,,534,182,"TSC",2.00,3.00,0.00,0.00,2.00,1.00,2.00,1.00,0.00,3.00,1.40,6,2,1,9/12/2017 0:00:00,9/19/2017 17:00:00,9/26/2017 0:00:00,"Iodine","Iodine","no","yes","yes",1,"6am, 2pm, 10pm","A",,1,1
